All hps: 2021-01-16 21:37:39 model=wrn-28-10-drop dataset=cifar10 attack=square_linf n_ex=10000 eps=16 p=0.06 n_iter=10000
finish load victim model
Clean accuracy: 95.97%
1: acc=63.69% acc_corr=66.36% avg#q_ae=1.07 med#q=1.0, avg_margin=2.64 (n_ex=9597, eps=0.063, 4.73s)
8275: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.16s)
8276: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.16s)
8277: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.17s)
8278: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.17s)
8279: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.18s)
8280: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.18s)
8281: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.19s)
8282: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.19s)
8283: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.19s)
8284: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.20s)
8285: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.20s)
8286: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.21s)
8287: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.21s)
8288: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.22s)
8289: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.22s)
8290: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.23s)
8291: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.23s)
8292: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.23s)
8293: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.24s)
8294: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.24s)
8295: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.25s)
8296: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.25s)
8297: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.26s)
8298: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.26s)
8299: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.26s)
8300: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.27s)
8301: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.27s)
8302: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.28s)
8303: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.28s)
8304: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.29s)
8305: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.29s)
8306: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.30s)
8307: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.30s)
8308: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.30s)
8309: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.31s)
8310: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.31s)
8311: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.32s)
8312: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.32s)
8313: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.33s)
8314: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.33s)
8315: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.34s)
8316: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.34s)
8317: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.34s)
8318: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.35s)
8319: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.35s)
8320: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.36s)
8321: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.36s)
8322: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.37s)
8323: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.37s)
8324: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.38s)
8325: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.38s)
8326: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.38s)
8327: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.39s)
8328: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.39s)
8329: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.40s)
8330: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.40s)
8331: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.41s)
8332: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.41s)
8333: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.41s)
8334: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.42s)
8335: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.42s)
8336: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.43s)
8337: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.43s)
8338: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.44s)
8339: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.44s)
8340: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.44s)
8341: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.45s)
8342: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.45s)
8343: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.46s)
8344: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.46s)
8345: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.47s)
8346: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.47s)
8347: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.47s)
8348: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.48s)
8349: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.48s)
8350: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.49s)
8351: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.49s)
8352: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.50s)
8353: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.50s)
8354: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.51s)
8355: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.51s)
8356: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.51s)
8357: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.52s)
8358: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.52s)
8359: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.53s)
8360: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.53s)
8361: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.54s)
8362: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.54s)
8363: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.54s)
8364: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.55s)
8365: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.55s)
8366: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.56s)
8367: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.56s)
8368: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.57s)
8369: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.57s)
8370: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.57s)
8371: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.58s)
8372: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.58s)
8373: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.59s)
8374: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.59s)
8375: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.60s)
8376: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.60s)
8377: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.60s)
8378: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.61s)
8379: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.61s)
8380: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.62s)
8381: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.62s)
8382: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.63s)
8383: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.63s)
8384: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.64s)
8385: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.64s)
8386: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.64s)
8387: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.65s)
8388: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.65s)
8389: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.66s)
8390: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.66s)
8391: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.67s)
8392: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.67s)
8393: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.67s)
8394: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.68s)
8395: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.68s)
8396: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.69s)
8397: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.69s)
8398: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.70s)
8399: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.70s)
8400: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.71s)
8401: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.71s)
8402: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.71s)
8403: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.72s)
8404: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.72s)
8405: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.73s)
8406: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.73s)
8407: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.74s)
8408: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.74s)
8409: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.74s)
8410: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.75s)
8411: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.75s)
8412: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.76s)
8413: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.76s)
8414: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.77s)
8415: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.77s)
8416: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.78s)
8417: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.78s)
8418: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.78s)
8419: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.79s)
8420: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.79s)
8421: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.80s)
8422: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.80s)
8423: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.81s)
8424: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.81s)
8425: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.81s)
8426: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.82s)
8427: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.82s)
8428: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.83s)
8429: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.83s)
8430: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.84s)
8431: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.84s)
8432: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.85s)
8433: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.85s)
8434: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.85s)
8435: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.86s)
8436: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.86s)
8437: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.87s)
8438: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.87s)
8439: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.88s)
8440: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.88s)
8441: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.88s)
8442: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.89s)
8443: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.89s)
8444: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.90s)
8445: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.90s)
8446: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.91s)
8447: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.91s)
8448: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.92s)
8449: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.92s)
8450: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.92s)
8451: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.93s)
8452: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.93s)
8453: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.94s)
8454: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.94s)
8455: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.95s)
8456: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.95s)
8457: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.96s)
8458: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.96s)
8459: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.96s)
8460: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.97s)
